user_id,anomaly_count,anomaly_rate,max_anomaly_score,avg_anomaly_score,recent_anomaly_trend,anomalous_dates,method_used
U0183,5,0.09433962264150944,2.9834709485930815,1.19242853768434,0.610783918271145,"[Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-10 00:00:00'), Timestamp('2025-06-16 00:00:00'), Timestamp('2025-06-17 00:00:00')]",statistical
U0184,6,0.11320754716981132,2.511415584483434,1.4329807809948423,0.5191768648586673,"[Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00')]",statistical
U0185,6,0.11320754716981132,2.6259738263979036,1.3366405214591235,0.657595949221429,"[Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00')]",statistical
U0186,8,0.1509433962264151,2.972092416687835,1.3620116049159772,0.7171371656006363,"[Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-10 00:00:00'), Timestamp('2025-06-11 00:00:00')]",statistical
U0187,6,0.11320754716981132,2.763597706579911,1.3736823415028345,0.7658162319438306,"[Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-20 00:00:00'), Timestamp('2025-06-21 00:00:00'), Timestamp('2025-06-28 00:00:00')]",statistical
U0188,5,0.09433962264150944,2.8913823239273055,1.4939978293013148,0.7536891516255932,"[Timestamp('2025-06-25 00:00:00'), Timestamp('2025-06-26 00:00:00'), Timestamp('2025-06-27 00:00:00'), Timestamp('2025-07-03 00:00:00'), Timestamp('2025-07-04 00:00:00')]",statistical
U0189,4,0.07547169811320754,2.993746395825385,1.181892584848082,0.55191972660468,"[Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-10 00:00:00'), Timestamp('2025-06-11 00:00:00'), Timestamp('2025-06-17 00:00:00')]",statistical
U0190,6,0.11320754716981132,2.545958539790847,1.4394256935305278,1.0334022865978487,"[Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00')]",statistical
U0191,6,0.11320754716981132,2.798809270624444,1.0760100201642788,0.421637021355784,"[Timestamp('2025-06-01 00:00:00'), Timestamp('2025-06-02 00:00:00'), Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00')]",statistical
U0192,5,0.09433962264150944,3.1355364022465726,1.2945600192598905,0.6269161244293499,"[Timestamp('2025-06-14 00:00:00'), Timestamp('2025-06-18 00:00:00'), Timestamp('2025-06-19 00:00:00'), Timestamp('2025-06-20 00:00:00'), Timestamp('2025-06-21 00:00:00')]",statistical
U0193,4,0.07547169811320754,2.676770070712865,1.0796612454114525,0.47587023479339835,"[Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00')]",statistical
U0194,0,0.0,2.453329229123747,1.3979875036493659,0.8627971974959522,[],statistical
U0195,6,0.11320754716981132,3.0057102041229515,1.4345340606617973,0.8988322765679693,"[Timestamp('2025-06-12 00:00:00'), Timestamp('2025-06-13 00:00:00'), Timestamp('2025-06-14 00:00:00'), Timestamp('2025-06-15 00:00:00'), Timestamp('2025-06-28 00:00:00'), Timestamp('2025-06-29 00:00:00')]",statistical
U0196,5,0.09433962264150944,2.8913823239273055,1.4957680674391838,0.6891687876063167,"[Timestamp('2025-06-12 00:00:00'), Timestamp('2025-06-13 00:00:00'), Timestamp('2025-06-14 00:00:00'), Timestamp('2025-06-20 00:00:00'), Timestamp('2025-06-21 00:00:00')]",statistical
U0197,5,0.09433962264150944,2.6005541100675664,0.9376610661102656,0.46232073067867846,"[Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00')]",statistical
U0198,7,0.1320754716981132,2.970131027695297,1.4105497301951564,0.7029860475644599,"[Timestamp('2025-06-02 00:00:00'), Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-10 00:00:00'), Timestamp('2025-06-11 00:00:00'), Timestamp('2025-06-12 00:00:00'), Timestamp('2025-06-13 00:00:00'), Timestamp('2025-06-14 00:00:00')]",statistical
U0199,0,0.0,2.421743818301244,1.44749933632002,0.5107397566130853,[],statistical
U0200,3,0.05660377358490566,2.9002094671369907,1.4977338345688276,0.6575959492214292,"[Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-10 00:00:00'), Timestamp('2025-06-17 00:00:00')]",statistical
U0201,5,0.09433962264150944,2.8568629509107732,0.9567729739397492,0.507886746828582,"[Timestamp('2025-06-12 00:00:00'), Timestamp('2025-06-13 00:00:00'), Timestamp('2025-06-14 00:00:00'), Timestamp('2025-06-20 00:00:00'), Timestamp('2025-06-21 00:00:00')]",statistical
U0202,6,0.11320754716981132,2.820303805861711,1.316945392261364,0.7171371656006363,"[Timestamp('2025-06-11 00:00:00'), Timestamp('2025-06-12 00:00:00'), Timestamp('2025-06-13 00:00:00'), Timestamp('2025-06-14 00:00:00'), Timestamp('2025-06-15 00:00:00'), Timestamp('2025-06-16 00:00:00')]",statistical
U0203,0,0.0,2.465712260233776,1.352886824108799,1.024035322653296,[],statistical
U0204,5,0.09433962264150944,2.7171533680675437,1.3164043360723103,0.8124675043080377,"[Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00')]",statistical
U0205,11,0.20754716981132076,2.9834709485930815,1.26122738320085,0.5332256218643295,"[Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-12 00:00:00'), Timestamp('2025-06-13 00:00:00'), Timestamp('2025-06-14 00:00:00'), Timestamp('2025-06-20 00:00:00'), Timestamp('2025-06-21 00:00:00')]",statistical
U0206,3,0.05660377358490566,2.7775661133756135,0.9559316527000553,0.4937895312667758,"[Timestamp('2025-06-11 00:00:00'), Timestamp('2025-06-12 00:00:00'), Timestamp('2025-06-13 00:00:00')]",statistical
U0207,5,0.09433962264150944,2.6556877461989536,0.9361965317746173,0.47212226599092505,"[Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00')]",statistical
U0208,5,0.09433962264150944,3.0210263187675723,1.3430697081102956,0.7768685658115043,"[Timestamp('2025-06-01 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-15 00:00:00')]",statistical
U0209,6,0.11320754716981132,2.5797274794781018,1.324406172560386,0.657595949221429,"[Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00')]",statistical
U0210,6,0.11320754716981132,2.969994725802173,1.3553861728148175,0.7171371656006363,"[Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00')]",statistical
U0211,1,0.018867924528301886,3.221599229347597,1.3611581967803115,0.6891687876063167,[Timestamp('2025-06-14 00:00:00')],statistical
U0212,2,0.03773584905660377,2.663273563945309,1.2807445756988252,0.6385626673786999,"[Timestamp('2025-06-10 00:00:00'), Timestamp('2025-06-20 00:00:00')]",statistical
U0213,8,0.1509433962264151,2.5669856516710245,0.9936065084998061,0.446785477347805,"[Timestamp('2025-06-01 00:00:00'), Timestamp('2025-06-02 00:00:00'), Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00')]",statistical
U0214,2,0.03773584905660377,3.2612120755450222,1.3675532967111128,0.730669629115522,"[Timestamp('2025-06-17 00:00:00'), Timestamp('2025-06-25 00:00:00')]",statistical
U0215,2,0.03773584905660377,2.673915765249161,1.0049753985833416,0.5574286937327242,"[Timestamp('2025-06-11 00:00:00'), Timestamp('2025-06-13 00:00:00')]",statistical
U0216,5,0.09433962264150944,3.0983866769659336,1.0196056348676006,0.4361474185108883,"[Timestamp('2025-06-01 00:00:00'), Timestamp('2025-06-02 00:00:00'), Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00')]",statistical
U0217,4,0.07547169811320754,2.760280267869666,0.9643918461174248,0.4907164920657185,"[Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-10 00:00:00')]",statistical
U0218,2,0.03773584905660377,2.53644988282045,1.3209583784426482,0.6395294793910794,"[Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-11 00:00:00')]",statistical
U0219,3,0.05660377358490566,2.760280267869666,1.387059057683438,0.7964679739199666,"[Timestamp('2025-06-10 00:00:00'), Timestamp('2025-06-25 00:00:00'), Timestamp('2025-06-26 00:00:00')]",statistical
U0220,4,0.07547169811320754,2.7191400113346864,1.233803521963045,0.7309824749663341,"[Timestamp('2025-06-11 00:00:00'), Timestamp('2025-06-12 00:00:00'), Timestamp('2025-06-13 00:00:00'), Timestamp('2025-06-14 00:00:00')]",statistical
U0221,6,0.11320754716981132,2.5682856549090727,1.4591540665425413,1.165165396201985,"[Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00')]",statistical
U0222,5,0.09433962264150944,2.6993401051241714,1.43004806587595,1.0063092108532552,"[Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-10 00:00:00')]",statistical
U0223,5,0.09433962264150944,2.6556877461989528,1.4200721293176743,0.9097176522946844,"[Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00')]",statistical
U0224,3,0.05660377358490566,2.507844621446028,1.359348301683599,0.778498944161523,"[Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-10 00:00:00'), Timestamp('2025-06-11 00:00:00')]",statistical
U0225,6,0.11320754716981132,2.545958539790847,0.923247447858306,0.4526148515183728,"[Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00')]",statistical
U0226,4,0.07547169811320754,3.5,1.3435763566632795,0.7946148665290115,"[Timestamp('2025-06-01 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-10 00:00:00')]",statistical
U0227,4,0.07547169811320754,2.9231402474089556,0.9578463939866293,0.5196693773171476,"[Timestamp('2025-06-10 00:00:00'), Timestamp('2025-06-11 00:00:00'), Timestamp('2025-06-12 00:00:00'), Timestamp('2025-06-18 00:00:00')]",statistical
U0228,6,0.11320754716981132,2.749976761381641,1.3322021360775982,0.6395294793910794,"[Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-12 00:00:00'), Timestamp('2025-06-13 00:00:00'), Timestamp('2025-06-14 00:00:00'), Timestamp('2025-06-15 00:00:00'), Timestamp('2025-06-16 00:00:00')]",statistical
U0229,3,0.05660377358490566,2.860328804650333,1.5148187473599795,0.929184185428187,"[Timestamp('2025-06-11 00:00:00'), Timestamp('2025-06-12 00:00:00'), Timestamp('2025-06-19 00:00:00')]",statistical
U0230,3,0.05660377358490566,2.9002094671369907,1.4468998134990132,1.0042455227412947,"[Timestamp('2025-06-12 00:00:00'), Timestamp('2025-06-13 00:00:00'), Timestamp('2025-06-20 00:00:00')]",statistical
U0231,6,0.11320754716981132,2.514594403022006,1.3478605687608705,0.5672760277973996,"[Timestamp('2025-06-10 00:00:00'), Timestamp('2025-06-11 00:00:00'), Timestamp('2025-06-12 00:00:00'), Timestamp('2025-06-13 00:00:00'), Timestamp('2025-06-14 00:00:00'), Timestamp('2025-06-15 00:00:00')]",statistical
U0232,5,0.09433962264150944,2.9493140911485543,1.3336199819841164,0.8830858293436323,"[Timestamp('2025-06-10 00:00:00'), Timestamp('2025-06-11 00:00:00'), Timestamp('2025-06-12 00:00:00'), Timestamp('2025-06-18 00:00:00'), Timestamp('2025-06-19 00:00:00')]",statistical
U0233,4,0.07547169811320754,2.8235511231217134,1.0439728107726203,0.5019646441105268,"[Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00')]",statistical
U0234,6,0.11320754716981132,2.7212655775598855,1.36313656865063,0.8858001898399922,"[Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-10 00:00:00')]",statistical
U0235,4,0.07547169811320754,2.578310581406612,1.39937610565755,0.6433541854393993,"[Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-10 00:00:00')]",statistical
U0236,8,0.1509433962264151,2.6291926783241606,1.2895212824794628,0.5815725740071878,"[Timestamp('2025-06-11 00:00:00'), Timestamp('2025-06-12 00:00:00'), Timestamp('2025-06-13 00:00:00'), Timestamp('2025-06-14 00:00:00'), Timestamp('2025-06-15 00:00:00'), Timestamp('2025-06-16 00:00:00'), Timestamp('2025-06-17 00:00:00'), Timestamp('2025-06-18 00:00:00')]",statistical
U0237,3,0.05660377358490566,2.9394167227594536,0.963259816926694,0.522562972935014,"[Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00')]",statistical
U0238,5,0.09433962264150944,2.8739671688381345,0.9542003058413024,0.5109274966823351,"[Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-14 00:00:00'), Timestamp('2025-06-15 00:00:00')]",statistical
U0239,9,0.16981132075471697,3.0983866769659336,1.2302106590411082,0.6174431461432588,"[Timestamp('2025-06-01 00:00:00'), Timestamp('2025-06-02 00:00:00'), Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-10 00:00:00'), Timestamp('2025-06-11 00:00:00'), Timestamp('2025-06-12 00:00:00'), Timestamp('2025-06-13 00:00:00')]",statistical
U0240,6,0.11320754716981132,2.577495805359758,1.4205782764846924,0.9544851003366129,"[Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00')]",statistical
U0241,6,0.11320754716981132,2.514594403022006,1.4593174965850468,0.5672760277973996,"[Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00')]",statistical
U0242,0,0.0,2.394224366142514,1.5605194048263915,0.8555852638929975,[],statistical
U0243,5,0.09433962264150944,2.5806912080435978,0.9259582620192928,0.45878954809663963,"[Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00')]",statistical
U0244,7,0.1320754716981132,3.051615253959551,1.2631237875760644,0.7689109301315403,"[Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-11 00:00:00')]",statistical
U0245,0,0.0,2.4695387985799386,1.3509861211894572,0.8300970751529205,[],statistical
U0246,0,0.0,2.4621400104553444,0.920238276734434,0.43771377963650576,[],statistical
U0247,3,0.05660377358490566,3.1230050826949087,1.0087861463654506,0.5552009035902061,"[Timestamp('2025-06-13 00:00:00'), Timestamp('2025-06-14 00:00:00'), Timestamp('2025-06-21 00:00:00')]",statistical
U0248,13,0.24528301886792453,7.211102550927981,1.3540419652637683,0.5228767891608248,"[Timestamp('2025-06-01 00:00:00'), Timestamp('2025-06-02 00:00:00'), Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-11 00:00:00'), Timestamp('2025-06-12 00:00:00'), Timestamp('2025-06-13 00:00:00'), Timestamp('2025-06-19 00:00:00'), Timestamp('2025-06-20 00:00:00')]",statistical
U0249,5,0.09433962264150944,2.6556877461989536,0.9361965317746173,0.47212226599092505,"[Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00')]",statistical
U0250,5,0.09433962264150944,2.581691435759771,0.9288495922339526,0.4589673663572925,"[Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00')]",statistical
U0251,1,0.018867924528301886,2.994166717671691,0.9613801887145551,0.5322963053638559,[Timestamp('2025-06-13 00:00:00')],statistical
U0252,6,0.11320754716981132,2.970131027695297,1.364546959504128,0.8156093414531757,"[Timestamp('2025-06-02 00:00:00'), Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-10 00:00:00')]",statistical
U0253,7,0.1320754716981132,2.913698612812423,1.333624976439746,0.6854345735730478,"[Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-10 00:00:00'), Timestamp('2025-06-15 00:00:00'), Timestamp('2025-06-16 00:00:00'), Timestamp('2025-06-29 00:00:00')]",statistical
U0254,4,0.07547169811320754,2.7063574163837885,1.189799500441307,0.5815725740071879,"[Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-10 00:00:00'), Timestamp('2025-06-11 00:00:00'), Timestamp('2025-06-18 00:00:00')]",statistical
U0255,9,0.16981132075471697,2.8118410519648713,1.260939520501726,0.5367039205203518,"[Timestamp('2025-06-01 00:00:00'), Timestamp('2025-06-02 00:00:00'), Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-10 00:00:00'), Timestamp('2025-06-11 00:00:00')]",statistical
U0256,2,0.03773584905660377,2.9348688254173854,1.0322866805605095,0.5914093350967021,"[Timestamp('2025-06-12 00:00:00'), Timestamp('2025-06-13 00:00:00')]",statistical
U0257,4,0.07547169811320754,2.569892570923337,1.0106273597907884,0.5684554995590789,"[Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-10 00:00:00'), Timestamp('2025-06-11 00:00:00'), Timestamp('2025-06-18 00:00:00')]",statistical
U0258,6,0.11320754716981132,2.5145944030220067,0.9286007428787793,0.44703900498169,"[Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00')]",statistical
U0259,3,0.05660377358490566,2.6569141193353483,1.4250210946650745,0.657595949221429,"[Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00')]",statistical
U0260,9,0.16981132075471697,5.049752469181039,1.2848659555903321,0.5560940767000639,"[Timestamp('2025-06-01 00:00:00'), Timestamp('2025-06-02 00:00:00'), Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-10 00:00:00'), Timestamp('2025-06-11 00:00:00'), Timestamp('2025-06-17 00:00:00'), Timestamp('2025-06-18 00:00:00')]",statistical
U0261,1,0.018867924528301886,2.895520661340439,1.4611272082706326,0.8474694618557381,[Timestamp('2025-06-13 00:00:00')],statistical
U0262,4,0.07547169811320754,2.719169739313889,1.4765927895660889,1.1662049406215722,"[Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-10 00:00:00')]",statistical
U0263,4,0.07547169811320754,2.6999118410526597,0.9378024633341412,0.47998432729825063,"[Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00')]",statistical
U0264,10,0.18867924528301888,2.760280267869666,1.48931417764975,0.9950300515228695,"[Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-10 00:00:00'), Timestamp('2025-06-11 00:00:00'), Timestamp('2025-06-29 00:00:00'), Timestamp('2025-06-30 00:00:00'), Timestamp('2025-07-01 00:00:00'), Timestamp('2025-07-02 00:00:00'), Timestamp('2025-07-03 00:00:00'), Timestamp('2025-07-04 00:00:00')]",statistical
U0265,8,0.1509433962264151,4.08248290463863,1.1704518864118998,0.5171765249206047,"[Timestamp('2025-06-01 00:00:00'), Timestamp('2025-06-02 00:00:00'), Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-15 00:00:00'), Timestamp('2025-06-16 00:00:00'), Timestamp('2025-06-17 00:00:00'), Timestamp('2025-06-23 00:00:00'), Timestamp('2025-06-24 00:00:00')]",statistical
U0266,6,0.11320754716981132,2.895520661340439,1.449642798115083,0.8978019748333405,"[Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-15 00:00:00')]",statistical
U0267,3,0.05660377358490566,2.8930810074023263,1.2603084566095268,0.7953363662274237,"[Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00')]",statistical
U0268,7,0.1320754716981132,3.40655023847009,1.2775666409271256,0.6056089312835714,"[Timestamp('2025-06-03 00:00:00'), Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-10 00:00:00')]",statistical
U0269,2,0.03773584905660377,2.6094278920963947,1.3654828542062585,0.7637349928087007,"[Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-10 00:00:00')]",statistical
U0270,5,0.09433962264150944,2.7156132812255565,1.2419401533700785,0.6575959492214293,"[Timestamp('2025-06-04 00:00:00'), Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00')]",statistical
U0271,5,0.09433962264150944,2.658819614807788,1.0561315668791078,0.47267904263249577,"[Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00')]",statistical
U0272,4,0.07547169811320754,2.587661334532368,0.931916956101091,0.46002868169464317,"[Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00')]",statistical
U0273,6,0.11320754716981132,2.544001969874881,1.4703591957702704,0.7784989441615231,"[Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-10 00:00:00')]",statistical
U0274,3,0.05660377358490566,2.8856609771288917,1.476434579285581,0.9197980886534355,"[Timestamp('2025-06-15 00:00:00'), Timestamp('2025-06-16 00:00:00'), Timestamp('2025-06-23 00:00:00')]",statistical
U0275,3,0.05660377358490566,2.811603585634601,1.3795695641001946,0.623040918855388,"[Timestamp('2025-06-05 00:00:00'), Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-13 00:00:00')]",statistical
U0276,3,0.05660377358490566,2.9111111111111105,1.261453097650208,0.6774888729826533,"[Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-10 00:00:00')]",statistical
U0277,1,0.018867924528301886,2.7883753553973025,1.027257305390348,0.5812899763694703,[Timestamp('2025-06-14 00:00:00')],statistical
U0278,4,0.07547169811320754,2.611491868560788,1.0478483541830241,0.46426522107747364,"[Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00'), Timestamp('2025-06-09 00:00:00')]",statistical
U0279,3,0.05660377358490566,2.845628350804172,1.3570791915292095,0.5734214558683199,"[Timestamp('2025-06-06 00:00:00'), Timestamp('2025-06-07 00:00:00'), Timestamp('2025-06-08 00:00:00')]",statistical
U0280,3,0.05660377358490566,2.6937022585241084,1.2909169140699626,0.7492494880994905,"[Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-10 00:00:00'), Timestamp('2025-06-11 00:00:00')]",statistical
U0281,0,0.0,2.464135551870271,0.9171312584026153,0.4380685425547149,[],statistical
U0282,6,0.11320754716981132,3.331799056928886,1.2775032015167007,0.6203209651160198,"[Timestamp('2025-06-01 00:00:00'), Timestamp('2025-06-02 00:00:00'), Timestamp('2025-06-09 00:00:00'), Timestamp('2025-06-13 00:00:00'), Timestamp('2025-06-14 00:00:00'), Timestamp('2025-06-21 00:00:00')]",statistical
