user_id,edit_count,edit_span_days,edit_avg_gap_hours,edit_std_gap_hours,edit_min_gap_hours,edit_max_gap_hours,edit_gap_coefficient_variation,edit_avg_hour,edit_hour_std,edit_weekend_ratio,edit_business_hours_ratio,edit_recent_activity_ratio,edit_acceleration,edit_periodicity_score,edit_outlier_ratio,edit_burst_score,edit_entropy,meeting_count,meeting_span_days,meeting_avg_gap_hours,meeting_std_gap_hours,meeting_min_gap_hours,meeting_max_gap_hours,meeting_gap_coefficient_variation,meeting_avg_hour,meeting_hour_std,meeting_weekend_ratio,meeting_business_hours_ratio,meeting_recent_activity_ratio,meeting_acceleration,meeting_periodicity_score,meeting_outlier_ratio,meeting_burst_score,meeting_entropy,void_total_days,void_max_duration,void_frequency,void_coverage_ratio,void_pattern_score,edit_to_meeting_ratio,meeting_to_edit_ratio,activity_synchronization,void_activity_impact,activity_void_resistance,temporal_consistency,behavioral_diversity,engagement_consistency,activity_intensity,temporal_adaptability,disengagement_risk_composite
U0279,9,5,15.0,11.61895003862225,0.0,24.0,0.7745966176017088,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.39999999999999997,0.0,-0.12701665379258312,0.954434002924965,2,37,888.0,0.0,888.0,888.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,45,45,1,0.75,1.0,3.0,0.2,0.026755852842809364,8.25,6.285714285714286,1.0,0.4772170014624825,0.7817541716470353,0.18333333333333332,0.9611111111111111,0.7000000000000001
U0280,9,8,24.0,16.97056274847714,0.0,48.0,0.7071067517237661,0.0,0.0,0.1111111111111111,0.0,0.0,3.4285714285714284,0.5916079783099617,0.0,-0.1715728752538099,1.5,4,27,216.0,155.53777676178865,72.0,432.0,0.7200822964893813,0.0,0.0,0.25,0.0,0.0,-144.0,0,0.0,-0.1627350622732953,0.9182958340544896,27,27,1,0.45,0.7,1.8,0.4,0.037037037037037035,5.8500000000000005,8.965517241379311,1.0,1.2091479170272448,0.5835769900001686,0.21666666666666667,0.8194444444444445,0.5800000000000001
U0281,4,1,8.0,11.313708498984761,0.0,24.0,1.414213385596422,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1715728752538099,0.9182958340544896,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,11,1,0.18333333333333332,0.16666666666666663,4.0,0.0,0.75,0.7333333333333333,3.380281690140845,1.0,0.4591479170272448,0.7071067963515897,0.06666666666666667,0.8500000000000001,0.4733333333333334
U0282,7,6,24.0,19.595917942265423,0.0,48.0,0.8164965469070364,0.0,0.0,0.14285714285714285,0.0,0.0,-4.8,0.5976143046671968,0.0,-0.1010205144336438,1.584962500721156,4,28,224.0,56.568542494923804,144.0,264.0,0.2525381350106503,0.0,0.0,0.25,0.0,0.0,0.0,0,0.0,-0.5967577691219802,0.9182958340544896,27,27,1,0.45,0.7,1.4,0.5,0.03571428571428571,4.95,7.586206896551724,1.0,1.2516291673878228,0.6744445764033955,0.18333333333333335,0.8035714285714286,0.5800000000000001
U0283,3,5,60.0,12.0,48.0,72.0,0.19999999666666674,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,33,33,1,0.55,0.9000000000000001,1.5,0.25,0.2857142857142857,2.2,2.5806451612903225,1.0,0.5,0.916666667824074,0.06666666666666667,1.2666666666666666,0.6200000000000001
U0284,4,7,56.0,49.31531202375181,0.0,120.0,0.8806305561271652,0.0,0.0,0.25,0.0,0.0,60.0,0.0,0.0,-0.06347308713039358,1.584962500721156,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,23,23,1,0.38333333333333336,0.5666666666666667,2.0,0.2,0.3,1.9166666666666667,3.6144578313253013,1.0,0.792481250360578,0.7658682740057483,0.08333333333333333,0.875,0.5533333333333333
U0285,3,4,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,4,48,384.0,341.66650406500196,96.0,864.0,0.889756518685535,0.0,0.0,0.5,0.0,0.0,-384.0,0,0.0,-0.05833739837495104,0.9182958340544896,18,18,1,0.3,0.39999999999999997,0.6,1.0,0.02127659574468085,2.1,5.384615384615384,1.0,0.4591479170272448,0.7645843499181508,0.11666666666666667,1.0166666666666666,0.52
U0286,7,4,16.0,17.88854381999832,0.0,48.0,1.1180339188727748,0.0,0.0,0.2857142857142857,0.0,0.0,4.8,0.8017837257372733,0.0,0.05572809000084122,1.4591479170272448,4,51,408.0,288.66589684269945,0.0,624.0,0.707514451311728,0.0,0.0,0.25,0.0,0.0,-312.0,0,0.0,-0.1712931603199246,0.9182958340544896,23,23,1,0.38333333333333336,0.5666666666666667,1.4,0.5,0.01948051948051948,4.216666666666667,7.951807228915663,1.0,1.188721875540867,0.5288912756653912,0.18333333333333335,0.8678571428571429,0.5533333333333333
U0287,3,8,96.0,24.0,72.0,120.0,0.24999999739583337,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,4,38,304.0,245.01428529781688,96.0,648.0,0.805968041091608,0.0,0.0,0.25,0.0,0.0,-36.0,0,0.0,-0.10743930764968326,0.9182958340544896,21,21,1,0.35,0.49999999999999994,0.6,1.0,0.02857142857142857,2.4499999999999997,5.185185185185185,1.0,0.9591479170272448,0.676859828152192,0.11666666666666667,0.8916666666666666,0.54
U0288,10,12,32.0,32.0,0.0,96.0,0.9999999687500011,0.0,0.0,0.1,0.0,0.0,3.0,0.09853292781642932,0.0,0.0,2.113283334294875,2,18,432.0,0.0,432.0,432.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,46,46,1,0.7666666666666667,1.0,3.3333333333333335,0.18181818181818182,0.056603773584905655,9.200000000000001,6.7924528301886795,1.0,1.0566416671474375,0.75000000390625,0.19999999999999998,0.9,0.7066666666666668
U0289,9,7,21.0,18.734993995195193,0.0,48.0,0.8921425287167934,0.0,0.0,0.2222222222222222,0.0,0.0,3.4285714285714284,0.3150630189063021,0.0,-0.05700280224224253,1.561278124459133,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,33,33,1,0.55,0.9000000000000001,9.0,0.0,0.5333333333333333,4.95,5.806451612903226,1.0,0.7806390622295665,0.7642507064936003,0.15,0.888888888888889,0.6200000000000001
U0290,5,8,48.0,16.97056274847714,24.0,72.0,0.3535533832275783,0.0,0.0,0.2,0.0,0.0,-8.0,0.0,0.0,-0.4775922500725171,1.5,4,52,416.0,264.60536653665963,96.0,744.0,0.6360705911071852,0.0,0.0,0.25,0.0,0.0,-324.0,0,0.0,-0.22244113976610222,1.584962500721156,21,21,1,0.35,0.49999999999999994,1.0,0.6666666666666666,0.0196078431372549,3.15,6.666666666666666,1.0,1.542481250360578,0.6750083497554387,0.15,0.8250000000000001,0.54
U0291,10,12,32.0,33.94112549695428,0.0,96.0,1.0606601386341918,0.0,0.0,0.2,0.0,0.0,6.0,0.3779644730092272,0.0,0.029437251522859403,2.058813890331201,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,27,27,1,0.45,0.7,5.0,0.09090909090909091,0.4285714285714286,4.95,7.586206896551724,1.0,1.0294069451656005,0.7426406910221501,0.18333333333333332,1.2,0.5800000000000001
U0292,5,7,42.0,31.176914536239792,0.0,72.0,0.7423074712841029,0.0,0.0,0.0,0.0,0.0,-16.0,0.0,0.0,-0.14790300373214332,1.5,2,3,72.0,0.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,35,35,1,0.5833333333333334,0.9666666666666668,1.6666666666666667,0.3333333333333333,0.4444444444444444,4.083333333333334,4.421052631578947,1.0,0.75,0.7869757538441212,0.11666666666666667,1.0,0.6333333333333334
U0293,10,9,24.0,19.595917942265423,0.0,72.0,0.8164965469070364,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,-0.1010205144336438,1.224394445405986,2,30,720.0,0.0,720.0,720.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,51,51,1,0.85,1.0,3.3333333333333335,0.18181818181818182,0.03333333333333333,10.2,6.486486486486486,1.0,0.612197222702993,0.7752551337635925,0.19999999999999998,0.8500000000000001,0.8066666666666666
U0294,3,3,36.0,12.0,24.0,48.0,0.33333332407407434,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-0.5,1.0,5,46,276.0,198.997487421324,24.0,552.0,0.7210053865953573,0.0,0.0,0.0,0.0,0.0,-128.0,0,0.0,-0.1621114103081025,2.0,26,26,1,0.43333333333333335,0.6666666666666667,0.5,1.25,0.02197802197802198,3.466666666666667,5.5813953488372094,1.0,1.5,0.6655278556221885,0.13333333333333333,0.8333333333333334,0.5733333333333334
U0295,4,2,16.0,11.313708498984761,0.0,24.0,0.7071067369923765,0.0,0.0,0.5,0.0,0.0,-12.0,0.0,0.0,-0.17157287525380988,0.9182958340544896,4,33,264.0,211.96226079186832,48.0,552.0,0.8028873484431097,0.0,0.0,0.25,0.0,0.0,252.0,0,0.0,-0.10933164978575279,0.9182958340544896,19,19,1,0.31666666666666665,0.4333333333333333,0.8,0.8,0.03,2.533333333333333,6.075949367088608,1.0,0.9182958340544896,0.570226139310237,0.13333333333333333,0.9750000000000001,0.5266666666666667
U0296,6,7,33.6,32.55518391900129,0.0,72.0,0.9689042544671737,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666667,0.0,-0.015793412082082015,1.5219280948873621,5,34,204.0,184.73765182008782,0.0,504.0,0.905576720169172,0.0,0.0,0.0,0.0,0.0,56.0,0,0.25,-0.04955102262341957,1.5,16,16,1,0.26666666666666666,0.3333333333333333,1.0,0.7142857142857143,0.02976190476190476,2.933333333333333,8.68421052631579,1.0,1.510964047443681,0.5163361130069262,0.18333333333333335,0.8333333333333334,0.5066666666666667
U0297,10,2,5.333333333333333,9.977753031397178,0.0,24.0,1.8708283426066568,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.30333704529042343,0.7642045065086203,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,53,53,1,0.8833333333333333,1.0,5.0,0.09090909090909091,0.8181818181818181,9.716666666666667,5.84070796460177,1.0,0.38210225325431013,0.6741657599583295,0.18333333333333332,0.8500000000000001,0.7977777777777778
U0298,8,4,13.714285714285714,11.876919823329445,0.0,24.0,0.8660253406367576,0.0,0.0,0.125,0.0,0.0,0.0,0.3333333333333333,0.0,-0.07179676972449081,0.9852281360342515,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,34,34,1,0.5666666666666667,0.9333333333333333,4.0,0.1111111111111111,0.6363636363636364,5.1,5.74468085106383,1.0,0.49261406801712576,0.767949201498722,0.15,1.1625,0.6266666666666667
U0299,8,7,24.0,22.219682394541234,0.0,72.0,0.9258200611967154,0.0,0.0,0.0,0.0,0.0,8.0,0.35355339059327373,0.14285714285714285,-0.0385186031842796,1.3787834934861753,3,21,252.0,36.0,216.0,288.0,0.14285714229024943,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0,0.0,-0.75,1.0,31,31,1,0.5166666666666667,0.8333333333333335,2.0,0.3333333333333333,0.047619047619047616,5.683333333333334,7.252747252747253,1.0,1.1893917467430877,0.6971296562136895,0.18333333333333335,0.8333333333333334,0.6352380952380953
U0300,7,5,20.0,21.540659228538015,0.0,48.0,1.0770329075752554,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.25,0.0,0.03708798216373993,1.4591479170272446,4,24,192.0,89.7997772825746,72.0,288.0,0.46770717091076786,0.0,0.0,0.25,0.0,0.0,-72.0,0,0.0,-0.3626696362323388,0.9182958340544896,22,22,1,0.36666666666666664,0.5333333333333332,1.4,0.5,0.041379310344827586,4.033333333333333,8.048780487804878,1.0,1.188721875540867,0.5813954203239632,0.18333333333333335,0.8678571428571429,0.5466666666666666
U0301,3,3,36.0,12.0,24.0,48.0,0.33333332407407434,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,-0.5,1.0,4,36,288.0,128.49902723367208,144.0,456.0,0.44617717634546844,0.0,0.0,0.0,0.0,0.0,-96.0,0,0.0,-0.38295641126873914,1.584962500721156,26,26,1,0.43333333333333335,0.6666666666666667,0.6,1.0,0.028169014084507043,3.033333333333333,4.883720930232558,1.0,1.292481250360578,0.7207391057917265,0.11666666666666667,0.9333333333333333,0.5733333333333334
U0302,6,4,19.2,27.98856909525744,0.0,72.0,1.4577378977874762,0.0,0.0,0.0,0.0,0.0,-6.0,0.47140452079103173,0.2,0.1862436022909776,1.3709505944546687,3,47,564.0,108.0,456.0,672.0,0.19148936136260752,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0,0.0,-0.6785714285714286,1.0,16,16,1,0.26666666666666666,0.3333333333333333,1.5,0.42857142857142855,0.0211864406779661,2.4,7.105263157894737,1.0,1.1854752972273344,0.6230819629742836,0.15000000000000002,0.8333333333333334,0.5466666666666667
U0303,9,5,15.0,16.703293088490067,0.0,48.0,1.1135527983291513,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.7500000000000001,0.0,0.05372606194996345,1.4056390622295665,2,19,456.0,0.0,456.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,32,32,1,0.5333333333333333,0.8666666666666667,3.0,0.2,0.05161290322580645,5.866666666666666,7.173913043478262,1.0,0.7028195311147832,0.736568492821788,0.18333333333333332,0.888888888888889,0.6133333333333334
U0304,7,7,28.0,25.612496949731394,0.0,72.0,0.9147320012499783,0.0,0.0,0.2857142857142857,0.0,0.0,-4.8,0.908108271895022,0.0,-0.04453258449251481,1.9182958340544893,4,25,200.0,200.15993605114886,24.0,480.0,1.0007996752517458,0.0,0.0,0.5,0.0,0.0,-228.0,0,0.0,0.00039968031964201167,0.9182958340544896,34,34,1,0.5666666666666667,0.9333333333333333,1.4,0.5,0.04026845637583893,6.233333333333333,7.0212765957446805,1.0,1.4182958340544896,0.5110332311236504,0.18333333333333335,0.9928571428571429,0.6266666666666667
U0305,10,6,16.0,16.0,0.0,48.0,0.9999999375000038,0.0,0.0,0.3,0.0,0.0,6.0,0.0,0.0,0.0,1.3921472236645345,2,38,912.0,0.0,912.0,912.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,12,12,1,0.2,0.2,3.3333333333333335,0.18181818181818182,0.02608695652173913,2.4000000000000004,10.0,1.0,0.6960736118322672,0.7500000078124998,0.19999999999999998,1.0,0.48000000000000004
U0306,5,2,12.0,12.0,0.0,24.0,0.9999999166666736,0.0,0.0,0.4,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,2,1,0.03333333333333333,0.13333333333333336,5.0,0.0,0.6666666666666666,0.16666666666666666,4.838709677419354,1.0,0.5,0.7500000104166662,0.08333333333333333,0.8,0.41333333333333333
U0307,3,1,12.0,12.0,0.0,24.0,0.9999999166666736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,21,252.0,180.0,72.0,432.0,0.7142857114512472,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.16666666666666666,1.0,35,35,1,0.5833333333333334,0.9666666666666668,0.75,0.75,0.046511627906976744,3.5,3.789473684210526,1.0,1.0,0.5416666775655861,0.1,1.0,0.6333333333333334
U0308,5,5,30.0,26.153393661244042,0.0,72.0,0.8717797596488094,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.25,-0.06850176076554408,1.5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,36,36,1,0.6,1.0,2.5,0.16666666666666666,0.4444444444444444,3.5999999999999996,3.75,1.0,0.75,0.7671254443385006,0.09999999999999999,1.3,0.6900000000000001
U0309,5,7,42.0,19.8997487421324,24.0,72.0,0.4738035301983064,0.0,0.0,0.4,0.0,0.0,8.0,0.0,0.0,-0.3570329719743263,1.5,4,41,328.0,98.63062404750362,216.0,456.0,0.3007031211792698,0.0,0.0,0.25,0.0,0.0,-72.0,0,0.0,-0.5376298911138574,1.584962500721156,21,21,1,0.35,0.49999999999999994,1.0,0.6666666666666666,0.024844720496894408,3.15,6.666666666666666,1.0,1.542481250360578,0.7236657186397968,0.15,0.925,0.54
U0310,9,10,30.0,19.8997487421324,0.0,48.0,0.6633249359602488,0.0,0.0,0.4444444444444444,0.0,0.0,3.4285714285714284,0.44513190725972573,0.0,-0.2024108640318572,1.5,3,9,108.0,84.0,24.0,192.0,0.7777777705761317,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0,0.0,-0.125,1.0,28,28,1,0.4666666666666667,0.7333333333333334,2.25,0.3,0.11428571428571428,5.6,8.181818181818182,1.0,1.25,0.5818527211432448,0.2,1.1555555555555557,0.5866666666666667
U0311,8,4,13.714285714285714,17.482352618032404,0.0,48.0,1.2747547854473265,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.12078438912577211,1.3787834934861753,2,4,96.0,0.0,96.0,96.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,31,31,1,0.5166666666666667,0.8333333333333335,2.6666666666666665,0.2222222222222222,0.22580645161290322,5.166666666666667,6.593406593406594,1.0,0.6893917467430877,0.7198039117001686,0.16666666666666666,0.8500000000000001,0.6066666666666667
U0312,9,3,9.0,11.61895003862225,0.0,24.0,1.2909943052919939,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.12701665379258312,0.954434002924965,3,23,276.0,252.0,24.0,528.0,0.9130434749527411,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0,0.0,-0.045454545454545456,1.0,19,19,1,0.31666666666666665,0.4333333333333333,2.25,0.3,0.042328042328042326,3.8,9.113924050632912,1.0,0.9772170014624826,0.47960948703226897,0.2,0.8333333333333334,0.5266666666666667
U0313,3,1,12.0,12.0,0.0,24.0,0.9999999166666736,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,28,28,1,0.4666666666666667,0.7333333333333334,1.5,0.25,0.6666666666666666,1.8666666666666667,2.727272727272727,1.0,0.5,0.7500000104166662,0.06666666666666667,0.9333333333333333,0.5866666666666667
U0314,6,7,33.6,32.55518391900129,0.0,72.0,0.9689042544671737,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666669,0.0,-0.015793412082082015,1.5219280948873621,4,35,280.0,130.47605144240072,144.0,456.0,0.4659858963443386,0.0,0.0,0.25,0.0,0.0,48.0,0,0.0,-0.36426960362773064,0.9182958340544896,47,47,1,0.7833333333333333,1.0,1.2,0.5714285714285714,0.028901734104046242,7.833333333333333,5.607476635514019,1.0,1.220111964470926,0.5950157580339541,0.16666666666666669,0.8083333333333333,0.7133333333333334
U0315,6,5,24.0,15.17893276880822,0.0,48.0,0.6324555056813631,0.0,0.0,0.16666666666666666,0.0,0.0,6.0,0.0,0.4,-0.2251482265544138,1.3709505944546687,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,41,41,1,0.6833333333333333,1.0,3.0,0.14285714285714285,0.5,4.783333333333333,4.158415841584159,1.0,0.6854752972273344,0.8062870615829172,0.11666666666666667,0.9166666666666667,0.7533333333333334
U0316,10,4,10.666666666666666,11.925695879998878,0.0,24.0,1.1180338839342183,0.0,0.0,0.3,0.0,0.0,3.0,0.25819888974716115,0.0,0.05572809000084125,0.9910760598382222,5,38,228.0,173.48198753761153,0.0,408.0,0.7608859069154633,0.0,0.0,0.4,0.0,0.0,-88.0,0,0.0,-0.1357919262997599,1.5,17,17,1,0.2833333333333333,0.36666666666666664,1.6666666666666667,0.45454545454545453,0.025936599423631124,4.25,11.688311688311689,1.0,1.245538029919111,0.5200159712952215,0.25,0.95,0.5133333333333334
U0317,3,1,12.0,12.0,0.0,24.0,0.9999999166666736,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,23,23,1,0.38333333333333336,0.5666666666666667,3.0,0.0,0.6666666666666666,1.1500000000000001,2.1686746987951806,1.0,0.5,0.7500000104166662,0.05,0.8333333333333334,0.5533333333333333
U0318,6,7,33.6,35.91991091302983,0.0,96.0,1.0690449358328837,0.0,0.0,0.3333333333333333,0.0,0.0,-12.0,0.6897007348075543,0.0,0.033370452904234446,1.9219280948873623,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,24,24,1,0.4,0.6000000000000001,3.0,0.14285714285714285,0.41666666666666663,2.8000000000000003,5.0,1.0,0.9609640474436811,0.7416573904900366,0.11666666666666667,0.8333333333333334,0.56
U0319,4,8,64.0,49.31531202375181,0.0,120.0,0.7705517383312511,0.0,0.0,0.25,0.0,0.0,-24.0,0.0,0.0,-0.12959138278832216,1.584962500721156,2,14,336.0,0.0,336.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,42,42,1,0.7,1.0,1.3333333333333333,0.4,0.08108108108108107,4.199999999999999,3.5294117647058822,1.0,0.792481250360578,0.7823978476174049,0.1,0.875,0.6799999999999999
U0320,6,5,24.0,26.290682760247975,0.0,72.0,1.0954450693667876,0.0,0.0,0.3333333333333333,0.0,0.0,6.0,0.3746343246326776,0.2,0.045548849896677755,1.5219280948873621,2,28,672.0,0.0,672.0,672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,45,45,1,0.75,1.0,2.0,0.2857142857142857,0.03571428571428571,6.0,4.571428571428571,1.0,0.7609640474436811,0.7386127927233581,0.13333333333333333,0.8333333333333334,0.7400000000000001
U0321,8,9,30.857142857142858,30.666075119997114,0.0,96.0,0.993807957793167,0.0,0.0,0.0,0.0,0.0,-4.0,0.4818694246524265,0.14285714285714285,-0.003105620015141927,1.8423709931771088,2,43,1032.0,0.0,1032.0,1032.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,33,33,1,0.55,0.9000000000000001,2.6666666666666665,0.2222222222222222,0.023411371237458192,5.5,6.451612903225806,1.0,0.9211854965885544,0.7507764090546722,0.16666666666666666,0.8500000000000001,0.6485714285714287
U0322,3,2,24.0,24.0,0.0,48.0,0.999999958333335,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,26,624.0,0.0,624.0,624.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,43,43,1,0.7166666666666667,1.0,1.0,0.5,0.038461538461538464,3.5833333333333335,2.9126213592233006,1.0,0.5,0.7500000052083332,0.08333333333333334,1.0166666666666666,0.6866666666666668
U0323,4,5,40.0,29.93325909419153,0.0,72.0,0.7483314586465019,0.0,0.0,0.25,0.0,0.0,24.0,0.0,0.0,-0.14394783020550783,0.9182958340544896,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,22,22,1,0.36666666666666664,0.5333333333333332,2.0,0.2,0.37499999999999994,1.8333333333333333,3.658536585365854,1.0,0.4591479170272448,0.7859869606116239,0.08333333333333333,1.225,0.5466666666666666
U0324,9,6,18.0,19.8997487421324,0.0,48.0,1.105541535366159,0.0,0.0,0.1111111111111111,0.0,0.0,6.857142857142857,0.36997003669797185,0.0,0.050125628933800494,1.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,42,42,1,0.7,1.0,9.0,0.0,0.5714285714285714,6.3,5.294117647058823,1.0,0.75,0.7374685996935457,0.15,0.9444444444444445,0.6799999999999999
U0325,3,3,36.0,36.0,0.0,72.0,0.999999972222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,29,696.0,0.0,696.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,53,53,1,0.8833333333333333,1.0,1.0,0.5,0.03508771929824561,4.416666666666666,2.6548672566371683,1.0,0.5,0.7500000034722222,0.08333333333333334,1.0,0.7533333333333334
U0326,9,3,9.0,11.61895003862225,0.0,24.0,1.2909943052919939,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666667,0.0,0.12701665379258312,0.954434002924965,2,37,888.0,0.0,888.0,888.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0.0,0.0,0.0,31,31,1,0.5166666666666667,0.8333333333333335,3.0,0.2,0.026578073089700997,5.683333333333334,7.252747252747253,1.0,0.4772170014624825,0.7182458502166698,0.18333333333333332,0.8500000000000001,0.6066666666666667
U0327,10,6,16.0,22.627416997969522,0.0,72.0,1.414213473984753,0.0,0.0,0.3,0.0,0.0,-3.0,0.3578300267477955,0.1111111111111111,0.1715728752538099,1.3516441151533922,5,46,276.0,127.5617497528158,144.0,456.0,0.46218025105302735,0.0,0.0,0.4,0.0,0.0,-8.0,0,0.0,-0.36782041493799544,1.5,45,45,1,0.75,1.0,1.6666666666666667,0.45454545454545453,0.021582733812949638,11.25,8.571428571428571,1.0,1.425822057576696,0.5490618928951927,0.25,0.95,0.7222222222222223
U0328,5,5,30.0,39.344631145812,0.0,96.0,1.3114876611441446,0.0,0.0,0.2,0.0,0.0,32.0,0.0,0.0,0.13475637538777738,1.5,2,15,360.0,0.0,360.0,360.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,17,17,1,0.2833333333333333,0.36666666666666664,1.6666666666666667,0.3333333333333333,0.06779661016949153,1.9833333333333334,5.454545454545455,1.0,0.75,0.7163109102440586,0.11666666666666667,1.2,0.5133333333333334
U0329,10,8,21.333333333333332,20.997354330698162,0.0,48.0,0.9842509381147136,0.0,0.0,0.3,0.0,0.0,0.0,0.27272727272727265,0.0,-0.007937007905511889,1.5304930567574826,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,43,43,1,0.7166666666666667,1.0,10.0,0.0,0.5294117647058824,7.166666666666667,5.825242718446601,1.0,0.7652465283787413,0.7519842578353837,0.16666666666666666,0.8500000000000001,0.6866666666666668
U0330,9,13,39.0,50.82322303829225,0.0,168.0,1.3031595316700697,0.0,0.0,0.1111111111111111,0.0,0.0,17.142857142857142,0.05656854249492378,0.125,0.13162768645311165,1.75,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9,9,1,0.15,0.09999999999999998,4.5,0.1,0.38095238095238093,1.5,8.695652173913045,1.0,0.875,0.7170930815363187,0.16666666666666666,1.1555555555555557,0.48500000000000004
